Time (s),Potential (V),Current (μA),C_O at electrode (mM),C_R at electrode (mM)
11.51999999999993,0.07599999999999651,-409.6929067458726,2.5065018985340166,0.13021405208259684
11.55999999999993,0.07799999999999652,-404.36932703174097,2.522093201890672,0.1212128285783188
11.599999999999929,0.07999999999999641,-399.01473189450405,2.53669066843373,0.11278537582889997
11.639999999999928,0.08199999999999641,-393.6483796450261,2.550346279576824,0.10490168270650885
11.679999999999927,0.08399999999999641,-388.2875207609402,2.5631108646674368,0.09753240333548993
11.719999999999926,0.0859999999999963,-382.9475053421234,2.575033883741293,0.09064898249982073
11.759999999999925,0.0879999999999963,-377.64189760357254,2.586163254023691,0.08422375579507528
11.799999999999924,0.0899999999999962,-372.38259440525195,2.5965452156651296,0.07823002713026128
11.839999999999923,0.0919999999999962,-367.1799452922793,2.606224232301111,0.07264212612568345
11.879999999999923,0.0939999999999962,-362.04287196892807,2.6152429222067224,0.06743544784859257
11.919999999999922,0.09599999999999609,-356.97898553045127,2.6236420160538345,0.06258647719141387
11.959999999999921,0.09799999999999609,-351.9947001377215,2.6314603375536256,0.0580728000386118
11.99999999999992,0.09999999999999598,-347.09534213397495,2.6387348035645033,0.05387310319657586
12.03999999999992,0.10199999999999598,-342.2852538721898,2.6455004405527975,0.049967164883478084
12.079999999999918,0.10399999999999598,-337.5678917584205,2.65179041460108,0.046335837398527965
12.119999999999918,0.10599999999999588,-332.9459182019397,2.657636072459263,0.04296102341668112
12.159999999999917,0.10799999999999588,-328.42128733068273,2.66306699142116,0.03982564718885547
12.199999999999916,0.10999999999999588,-323.9953244515872,2.6681110360802087,0.0369136217712379
12.239999999999915,0.11199999999999577,-319.6687993455424,2.6727944202701246,0.03420981326175401
12.279999999999914,0.11399999999999577,-315.4419935595018,2.6771417727279045,0.03170000288802137
12.319999999999913,0.11599999999999566,-311.31476192295906,2.681176205227442,0.029370847669396436
12.359999999999912,0.11799999999999566,-307.28658855594676,2.684919382122114,0.027209840265979654
12.399999999999912,0.11999999999999567,-303.3566376671526,2.688391590404662,0.025205268529315504
12.43999999999991,0.12199999999999556,-299.5237994583713,2.691611809543555,0.02334617518243898
12.47999999999991,0.12399999999999556,-295.7867314589289,2.694597780487891,0.021622317980210158
12.519999999999909,0.12599999999999545,-292.1438956174369,2.6973660733491527,0.020024130633765097
12.559999999999908,0.12799999999999545,-288.59359147167356,2.6999321533691556,0.01854268472458962
12.599999999999907,0.12999999999999545,-285.13398571163265,2.702310444870721,0.017169652783390162
12.639999999999906,0.13199999999999534,-281.76313843610257,2.7045143929623587,0.01589727266577808
12.679999999999906,0.13399999999999535,-278.47902639052785,2.706556522831886,0.01471831332005107
12.719999999999905,0.13599999999999524,-275.27956345839704,2.7084484965176663,0.01362604201131314
12.759999999999904,0.13799999999999524,-272.16261866131765,2.710201167091249,0.012614193040151423
12.799999999999903,0.13999999999999524,-269.1260319062791,2.7118246302226265,0.011676937972469275
12.839999999999902,0.14199999999999513,-266.1676277000222,2.713328273130159,0.01080885737928514
12.879999999999901,0.14399999999999513,-263.28522703800587,2.714720820942247,0.010004914070843866
12.9199999999999,0.14599999999999502,-260.4766576529928,2.716010380517955,0.009260427797787242
12.9599999999999,0.14799999999999502,-257.73976279786166,2.717204481789617,0.008571051382983927
12.999999999999899,0.14999999999999503,-255.07240872019008,2.7183101167026673,0.00793274824056963
13.039999999999898,0.15199999999999492,-252.472490971883,2.719333775837101,0.007341771233468253
13.079999999999897,0.15399999999999492,-249.93793968474554,2.720281482801503,0.006794642816881891
13.119999999999896,0.1559999999999948,-247.4667239304495,2.721158826494993,0.006288136412703848
13.159999999999895,0.1579999999999948,-245.05685527190474,2.721970991335013,0.00581925895831154
13.199999999999894,0.1599999999999948,-242.7063906022038,2.722722785550009,0.005385234572556905
13.239999999999894,0.1619999999999947,-240.41343435856186,2.723418667635944,0.004983489281826834
13.279999999999893,0.1639999999999947,-238.17614018855275,2.724062771074524,0.004611636749665488
13.319999999999892,0.1659999999999946,-235.9927121392067,2.724658927409167,0.0042674649545164575
13.359999999999891,0.1679999999999946,-233.8614054310048,2.7252106877722917,0.003948923761556982
13.39999999999989,0.1699999999999946,-231.78052687272742,2.725721342954595,0.0036541133362801414
13.43999999999989,0.1719999999999945,-229.74843496692728,2.7261939421037287,0.0033812733493594747
13.479999999999889,0.1739999999999945,-227.76353975037426,2.726631310136281,0.0031287729243507844
13.519999999999888,0.17599999999999438,-225.82430240827668,2.7270360639433293,0.0028951012818969374
13.559999999999887,0.17799999999999438,-223.9292346977353,2.7274106274660666,0.0026788590362638812
13.599999999999886,0.1799999999999944,-222.07689821049087,2.7277572457142303,0.0024787501022196378
13.639999999999885,0.18199999999999428,-220.26590350256177,2.728077997796302,0.002293574172443005
13.679999999999884,0.18399999999999428,-218.49490911448572,2.7283748090267075,0.0021222197277976154
13.719999999999883,0.18599999999999417,-216.76262050314682,2.7286494621716173,0.001963657544910888
13.759999999999883,0.18799999999999417,-215.06778890346672,2.728903607891399,0.0018169346675441862
13.799999999999882,0.18999999999999417,-213.40921013610665,2.729138774434336,0.001681168810221511
13.83999999999988,0.19199999999999406,-211.78572337533458,2.729356376632933,0.0015555431644901255
13.87999999999988,0.19399999999999407,-210.19620988867962,2.729557724250955,0.0014393015800150757
13.91999999999988,0.19599999999999396,-208.6395917593737,2.7297440297263296,0.0013317440944558734
13.959999999999878,0.19799999999999396,-207.11483060044438,2.729916415352149,0.0012322227877365826
13.999999999999877,0.19999999999999396,-205.6209262680177,2.73007591993529,0.001140137937900303
14.039999999999877,0.20199999999999385,-204.15691558083438,2.7302235049695636,0.0010549344572348776
14.079999999999876,0.20399999999999385,-202.7218710511803,2.730360060357858,0.00097609858877122
14.119999999999875,0.20599999999999374,-201.31489963215986,2.7304864097154415,0.0009031548445898229
14.159999999999874,0.20799999999999375,-199.93514148530218,2.7306033152843923,0.0008356631686274532
14.199999999999873,0.20999999999999375,-198.58176877147233,2.730711482487101,0.0007732163078577626
14.239999999999872,0.21199999999999364,-197.25398446801987,2.7308115641448443,0.0007154373768287312
14.279999999999871,0.21399999999999364,-195.951021214034,2.7309041643856546,0.000661977601580352
14.31999999999987,0.21599999999999353,-194.67214018560458,2.7309898422639898,0.0006125142299404319
14.35999999999987,0.21799999999999353,-193.41663000200103,2.7310691151131614,0.0005667485961081359
14.399999999999869,0.21999999999999353,-192.1838056640479,2.7311424616499758,0.0005244043282874483
14.439999999999868,0.22199999999999342,-190.97300752500368,2.731210324849677,0.00048522568892875626
14.479999999999867,0.22399999999999343,-189.78360029437334,2.731273114608,0.00044897603787989694
14.519999999999866,0.22599999999999332,-188.61497207486678,2.731331210205916,0.0004154364094409834
14.559999999999865,0.22799999999999332,-187.46653343222366,2.7313849625915703,0.0003844041949631326
14.599999999999865,0.22999999999999332,-186.33771649795065,2.7314346964928307,0.00035569192323291773
14.639999999999864,0.2319999999999932,-185.22797410425127,2.7314807123729348,0.00032912613144432147
14.679999999999863,0.2339999999999932,-184.13677895104877,2.731523288240786,0.00030454632008116014
